 2300.9124     860.550415    1316.682007     414.141113      23.135000
 2301.4418     860.550415    1316.682007     414.141113      23.135000
 2301.9712     860.550415    1316.682007     414.141113      23.135000
 2302.5020     860.550415    1316.682007     414.141113      23.135000
 2303.0317     860.550415    1316.682007     414.141113      23.135000
 2303.5628     860.550415    1316.682007     414.141113      23.135000
 2304.0927     860.550415    1316.682007     414.141113      23.135000
 2304.6240     860.550415    1316.682007     414.141113      23.135000
 2305.1542     860.550415    1316.682007     414.141113      23.135000
 2305.6845     860.550415    1316.682007     414.141113      23.135000
 2306.2162     860.550415    1316.682007     414.141113      23.135000
 2306.7467     860.550415    1316.682007     414.141113      23.135000
 2307.2787     860.550415    1316.682007     414.141113      23.135000
 2307.8095     860.550415    1316.682007     414.141113      23.135000
 2308.3416     860.550415    1316.682007     414.141113      23.135000
 2308.8727     860.550415    1316.682007     414.141113      23.135000
 2309.4051     860.550415    1316.682007     414.141113      23.135000
 2309.9364     860.550415    1316.682007     414.141113      23.135000
 2310.4678     860.550415    1316.682007     414.141113      23.135000
 2311.0005     860.550415    1316.682007     414.141113      23.135000
 2311.5322     860.550415    1316.682007     414.141113      23.135000
 2312.0652     860.550415    1316.682007     414.141113      23.135000
 2312.5971     860.550415    1316.682007     414.141113      23.135000
 2313.1304     860.550415    1316.682007     414.141113      23.135000
 2313.6625     860.550415    1316.682007     414.141113      23.135000
 2314.1948     860.550415    1316.682007     414.141113      23.135000
 2314.7284     860.550415    1316.682007     414.141113      23.135000
 2315.2609     860.550415    1316.682007     414.141113      23.135000
 2315.7948     860.550415    1316.682007     414.141113      23.135000
 2316.3276     860.550415    1316.682007     414.141113      23.135000
 2316.8617     860.550415    1316.682007     414.141113      23.135000
 2317.3947     860.550415    1316.682007     414.141113      23.135000
 2317.9278     860.550415    1316.682007     414.141113      23.135000
 2318.4623     860.550415    1316.682007     414.141113      23.135000
 2318.9957     860.550415    1316.682007     414.141113      23.135000
 2319.5304     860.550415    1316.682007     414.141113      23.135000
 2320.0640     860.550415    1316.682007     414.141113      23.135000
 2320.5990     860.550415    1316.682007     414.141113      23.135000
 2321.1329     860.550415    1316.682007     414.141113      23.135000
 2321.6669     860.550415    1316.682007     414.141113      23.135000
 2322.2022     860.550415    1316.682007     414.141113      23.135000
 2322.7365     860.550415    1316.682007     414.141113      23.135000
 2323.2721     860.550415    1316.682007     414.141113      23.135000
 2323.8065     860.550415    1316.682007     414.141113      23.135000
 2324.3424     860.550415    1316.682007     414.141113      23.135000
 2324.8771     860.550415    1316.682007     414.141113      23.135000
 2325.4120     860.550415    1316.682007     414.141113      23.135000
 2325.9482     860.550415    1316.682007     414.141113      23.135000
 2326.4833     860.550415    1316.682007     414.141113      23.135000
 2327.0198     860.550415    1316.682007     414.141113      23.135000
 2327.5551     860.550415    1316.682007     414.141113      23.135000
 2328.0918     860.550415    1316.682007     414.141113      23.135000
 2328.6274     860.550415    1316.682007     414.141113      23.135000
 2329.1631     860.550415    1316.682007     414.141113      23.135000
 2329.7002     860.550415    1316.682007     414.141113      23.135000
 2330.2361     860.550415    1316.682007     414.141113      23.135000
 2330.7735     860.550415    1316.682007     414.141113      23.135000
 2331.3097     860.550415    1316.682007     414.141113      23.135000
 2331.8473     860.550415    1316.682007     414.141113      23.135000
